Title,Link,Date,Text
NEW ZEALAND’S VEG DIET,https://vegnews.com/2008/12/new-zealands-veg-diet,"DECEMBER 9, 2008","Although the news may not have been welcome, president of the US-based Physicians for Responsible Medicine laid it on the line for New Zealanders. In a country where nearly 176,000 people have diabetes, Dr. Neal Barnard suggested overhauling a meat-and-dairy centered diet be the first step in combating the deadly disease. “The low-fat vegan diet is more effective at treating diabetes than the typical diet or oral medications,” he said in an address at Victoria University. With the dramatic increase in adult-onset diabetes due to unhealthy eating habits in affluent countries, people are slowly starting to replace standard meat-based fare with vegetarian foods. "
CONTAMINATED PORK IN IRELAND,https://vegnews.com/2008/12/contaminated-pork-in-ireland,"DECEMBER 9, 2008","Pork definitely won’t make grocery lists in Ireland this month, as the country has issued an international warning on contaminated pork produced in the Emerald Isle. The government released the warning after finding dioxins—naturally occurring chemical contaminants that can enter an animal’s system through food or the environment—in pigs and pig feed. Ingesting dioxins in sufficient volume over time has been linked to an increased risk of cancer in humans. In Ireland, swapping pork for potatoes is looking better every day. "
"OBAMA, GORE, AND BIDEN TALK CLIMATE",https://vegnews.com/2008/12/obama-gore-and-biden-talk-climate,"DECEMBER 9, 2008","Political green trio President-elect Barack Obama, Joe Biden, and eco-crusader Al Gore convened recently in Chicago to address global climate change. Obama said the issue is a “matter of urgency” as he talked with the green “Goracle” about the country’s future energy policies. The prez-to-be also told reporters that “all three of us are in agreement that the time for delay is over, the time for denial is over.” The denial may be waning, but we hope they’ll recognize the impact of meat-eating on the planet and drop the steak knife. "
PORTMAN’S SHOE LINE FAILS,https://vegnews.com/2008/12/portmans-shoe-line-fails,"DECEMBER 8, 2008","Natalie Portman’s high-end, vegan shoe line, Te Casan, has gone belly up due to the dismal economy. At $250 a pair, Portman started the collection in February 2007 with hopes of creating a stylish and sustainable alternative to the animal-free plastic and canvas shoes so widely available. According to the International Council of Shopping Centers, the demise of small boutiques like Te Casan is happening across the US—about 6,100 store closings are expected in 2008, up from 4,603 in 2007. "
DEL TORRO EXPANDS VEGAN SHOP,https://vegnews.com/2008/12/del-torro-expands-vegan-shop,"DECEMBER 8, 2008","Wheeler Del Torro, owner of the 30-seat Wheeler’s Cafe and Ice Cream Bar in Boston, will serve up another sweet treat for the veg community starting December 15. The vegan entrepreneur plans on expanding his ice-cream shop into a full-service café complete with vegan sandwiches, salads, soups, baked goods, and teas. Ironically, the Travel Channel’s meat-loving foodie and host Anthony Bourdain inspired Wheeler’s recent endeavor. “[The expansion] was sort of my giving [Bourdain] and other people who have that perception [that vegan food sucks] the finger,” Wheeler told the Boston Herald. “We’re not sitting around eating dirt and twigs.” Save us a seat, Wheeler. "
ECO INITIATIVES AWAIT APPROVAL,https://vegnews.com/2008/12/eco-initiatives-await-approval,"DECEMBER 8, 2008","For many, January 20 marks the end of an error—especially among environmental groups. With hopes of stimulating the economy while doing good for the environment, a new package has been proposed by the President-elect and Congressional leaders that is packed with eco-friendly initiatives. An estimated 2.5 million green jobs are to be created with the package in areas from mass transit to alternative power. Expected to cost between $400 billion to $500 billion, the plan awaits the signature of the new president on January 20. "
LEONIA LEWIS SETS RECORD,https://vegnews.com/2008/12/leonia-lewis-sets-record,"DECEMBER 7, 2008","Grammy-nominated singer and veg-darling Leona Lewis’ latest single set the record for fastest-selling digital track in the UK. Nearly 70,000 downloads in the first two days place her single, a cover of Snow Patrol’s “Run,” at number one. Prior to Lewis, the record was held by Estelle’s “American Boy” with 51,857 downloads in a week. Lewis, PETA’s 2008 Sexiest Vegetarian, also holds honors with her previous single “Bleeding Love,” iTune’s most popular track of the year. Along with her burgeoning musical success, Lewis is a staunch animal activist and currently developing a line of cruelty-free accessories. "
METHANE MADE INTO ELECTRICITY,https://vegnews.com/2008/12/methane-made-into-electricity,"DECEMBER 7, 2008","A group of farmers in the Netherlands have gotten creative in their attempt to solve agriculture’s environmental problem. To counter the greenhouse gases of 3,000 pigs, farmers cook manure, capture the released methane, and convert it into electricity. A rare attempt at environmental consciousness among livestock farmers, their efforts are still not enough to combat the vast environmental consequences of the industry. Regardless, this technique, called “methane capture,” and other high-tech solutions are being explored worldwide. Dr. Rajendra Pachauri, head of the United Nations Intergovernmental Panel on Climate Change, agrees with the vegetarian community: people must eat less meat to control their carbon footprints. "
MELAMINE FOUND IN ORGANIC FOOD,https://vegnews.com/2008/12/melamine-found-in-organic-food,"DECEMBER 7, 2008","Melamine, the chemical responsible for last year’s horrific pet food and baby formula recall, was recently discovered in France’s organic food supply—namely, chicken feed. A high level of the chemical, which is added to food to boost protein levels, was found in 300 tons of organic soymeal. While the tested batch was quickly recalled, another 127 untested tons were delivered to organic farms across the country. Scientists reassure the public that melamine is not feasibly passed through the food chain, but there is no definitive evidence to prove its harmlessness to humans. Organic farms, once hailed by omnivores as the healthier option, are not entirely safe from the dangerous chemical additives polluting the food system. "
WHALE WARS: SEA SHEPHERD’S NEW TV SHOW,https://vegnews.com/2008/12/whale-wars-sea-shepherds-new-tv-show,"DECEMBER 7, 2008",
CHEMICAL-FREE GREEN CLEANING,https://vegnews.com/2008/12/chemical-free-green-cleaning,"DECEMBER 6, 2008","With friends, family, carolers, coworkers, and anyone else you see fit to invite over for a homey holiday soirée likely to be traipsing their way through your abode, ‘tis the season for a nice, deep cleaning. Of course, there’s nothing merry nor bright about exposing yourself or your guests to harsh cleaning chemicals. To keep your holiday lounge—aka your living room—spic and span without fear of needing to break out your hazmat suit, stick to chemical-free cleaners. Since time is of the essence when there are cookies to decorate, popcorn to string, and snowballs to throw, cleaning with all-natural ingredients is key not only for your health, but for your stopwatch as well. Making a trip to your cupboard for the requisite ingredients is definitely going to be easier than fighting your way through the holiday throngs that await you at the grocery store. With these three simple cleaners, your guests’ eyes will only twinkle with happiness, not chemical irritation. Lemon Juice
Like vinegar, lemon juice derives its cleaning power from its powerful, naturally acidic properties. Want to experiment? Soak an old penny in lemon juice and watch the grime and tarnish dissolve and the original sparkle and shine return. Lemon juice provides some antibacterial and antiseptic properties for cleaning and gives off a clean, natural scent.
TIP: Commercial sprays build up over time and dull wood furniture’s sheen. Mix one cup of olive oil with one half cup of lemon juice for shine without waxy build up. Baking Soda
Baking soda, or sodium bicarbonate, is a non-toxic, non-polluting, inexpensive product that can work wonders in your home. Sodium bicarbonate is a naturally occurring substance that is found in all living things, and its unique property is that it helps regulate PH balance. It is especially good at neutralizing odors.
TIP: Baking soda can be added with your liquid detergent to up the cleaning quotient in a load of laundry, and can also be used as a fabric softener/deodorizer during the rinse cycle. Vinegar
Vinegar is another readily available, inexpensive, non-toxic and biodegradable product with multiple uses. It has natural antibacterial properties and makes a powerful cleanser. Many of the cleaning agents added to today’s over-the-counter products can be carcinogenic with exposure over time. After all, our environment is host to pollutants whose dissemination we have no control over. Why not exert control where we can? Still shy about vinegar? No, your house is not going to smell like salad—the strong smell of vinegar vanishes when your cleaning solution dries.
TIP: Straight vinegar works great for cleaning the bathtub and works miracles on the toilet bowl. Buy the inexpensive stuff in gallon jugs and skip the balsamic or flavored varieties! "
